  BL.Depth       BL.K 
1116.10120 	          0 	 
1116.25354 	          0 	 
1116.40601 	          0 	 
1116.55835 	          0 	 
1116.71082 	          0 	 
1116.86316 	          0 	 
1117.01563 	          0 	 
1117.16797 	          0 	 
1117.32043 	          0 	 
1117.47278 	          0 	 
1117.62524 	          0 	 
1117.77759 	          0 	 
1117.93005 	          0 	 
1118.08240 	          0 	 
1118.23474 	          0 	 
1118.38721 	          0 	 
1118.53955 	          0 	 
1118.69202 	          0 	 
1118.84436 	       1235 	 
1118.99683 	       1235 	 
1119.14917 	       1235 	 
1119.30164 	       1235 	 
1119.45398 	       1235 	 
1119.60645 	       1235 	 
1119.75879 	       3392 	 
1119.91125 	       3392 	 
1120.06360 	       3392 	 
1120.21594 	       3392 	 
1120.36841 	       3392 	 
1120.52075 	       3392 	 
1120.67322 	       3392 	 
1120.82556 	       3392 	 
1120.97803 	       3392 	 
1121.13037 	       3392 	 
1121.28284 	        206 	 
1121.43518 	        206 	 
1121.58765 	        206 	 
1121.73999 	          0 	 
1121.89246 	          0 	 
1122.04480 	          0 	 
1122.19714 	          0 	 
1122.34961 	          0 	 
1122.50195 	          0 	 
1122.65442 	          0 	 
1122.80676 	          0 	 
1122.95923 	          0 	 
1123.11157 	          0 	 
1123.26404 	          0 	 
1123.41638 	          0 	 
1123.56885 	          0 	 
1123.72119 	          0 	 
1123.87366 	          0 	 
1124.02600 	          0 	 
1124.17834 	       1736 	 
1124.33081 	       1736 	 
1124.48315 	       1736 	 
1124.63562 	       1736 	 
1124.78796 	       1736 	 
1124.94043 	       1736 	 
1125.09277 	       1736 	 
1125.24524 	       3392 	 
1125.39758 	       3392 	 
1125.55005 	       3392 	 
1125.70239 	       3392 	 
1125.85486 	       3392 	 
1126.00720 	       3392 	 
1126.15955 	       3392 	 
1126.31201 	       3392 	 
1126.46436 	       3392 	 
1126.61682 	       3392 	 
1126.76917 	       3392 	 
1126.92163 	       3392 	 
1127.07397 	       3392 	 
1127.22644 	       3392 	 
1127.37878 	       1058 	 
1127.53125 	       1058 	 
1127.68359 	       1058 	 
1127.83606 	       1058 	 
1127.98840 	       1058 	 
1128.14075 	       1058 	 
1128.29321 	       3392 	 
1128.44556 	       3392 	 
1128.59802 	       3392 	 
1128.75037 	       3392 	 
1128.90283 	       3392 	 
1129.05518 	       3392 	 
1129.20764 	       3392 	 
1129.35999 	       3392 	 
1129.51245 	       3392 	 
1129.66479 	       3392 	 
1129.81726 	       3392 	 
1129.96960 	       3392 	 
1130.12195 	        296 	 
1130.27441 	        296 	 
1130.42676 	        296 	 
1130.57922 	        296 	 
1130.73157 	          0 	 
1130.88403 	          0 	 
1131.03638 	          0 	 
1131.18884 	          0 	 
1131.34119 	          0 	 
